0 request lsn 303567, subrequestnubmer is 0
0 request lsn 18010, subrequestnubmer is 0
0 request lsn 287011, subrequestnubmer is 0
0 request lsn 18784, subrequestnubmer is 1
0 request lsn 287785, subrequestnubmer is 0
0 request lsn 141348, subrequestnubmer is 1
0 request lsn 211569, subrequestnubmer is 2
0 request lsn 878365, subrequestnubmer is 0
0 request lsn 1002379, subrequestnubmer is 1
0 request lsn 591813, subrequestnubmer is 1
0 request lsn 591813, subrequestnubmer is 0
0 request lsn 56316, subrequestnubmer is 2
0 request lsn 591819, subrequestnubmer is 1
0 request lsn 591819, subrequestnubmer is 0
0 request lsn 311211, subrequestnubmer is 18
1 request lsn 77948, subrequestnubmer is 4
1 request lsn 2268, subrequestnubmer is 4
0 request lsn 56322, subrequestnubmer is 1
0 request lsn 56328, subrequestnubmer is 2
0 request lsn 206460, subrequestnubmer is 0
0 request lsn 818163, subrequestnubmer is 0
0 request lsn 760114, subrequestnubmer is 0
1 request lsn 77964, subrequestnubmer is 4
1 request lsn 2284, subrequestnubmer is 4
0 request lsn 840815, subrequestnubmer is 0
1 request lsn 77980, subrequestnubmer is 4
1 request lsn 2300, subrequestnubmer is 4
1 request lsn 56316, subrequestnubmer is 0
0 request lsn 311266, subrequestnubmer is 0
0 request lsn 878365, subrequestnubmer is 0
0 request lsn 1002379, subrequestnubmer is 0
1 request lsn 77996, subrequestnubmer is 4
1 request lsn 2316, subrequestnubmer is 4
1 request lsn 591813, subrequestnubmer is 0
0 request lsn 311269, subrequestnubmer is 2
0 request lsn 56316, subrequestnubmer is 0
0 request lsn 269866, subrequestnubmer is 1
0 request lsn 270868, subrequestnubmer is 0
0 request lsn 311276, subrequestnubmer is 2
0 request lsn 591813, subrequestnubmer is 0
0 request lsn 591813, subrequestnubmer is 0
1 request lsn 78012, subrequestnubmer is 4
1 request lsn 2332, subrequestnubmer is 4
0 request lsn 311283, subrequestnubmer is 2
0 request lsn 206466, subrequestnubmer is 1
0 request lsn 818169, subrequestnubmer is 2
0 request lsn 183384, subrequestnubmer is 16
1 request lsn 269866, subrequestnubmer is 0
0 request lsn 311290, subrequestnubmer is 2
0 request lsn 878365, subrequestnubmer is 0
0 request lsn 1002379, subrequestnubmer is 0
1 request lsn 78028, subrequestnubmer is 4
1 request lsn 2348, subrequestnubmer is 4
0 request lsn 311293, subrequestnubmer is 2
0 request lsn 56316, subrequestnubmer is 0
0 request lsn 311300, subrequestnubmer is 2
0 request lsn 361644, subrequestnubmer is 0
0 request lsn 973347, subrequestnubmer is 0
0 request lsn 311307, subrequestnubmer is 2
0 request lsn 240840, subrequestnubmer is 0
1 request lsn 78044, subrequestnubmer is 4
1 request lsn 2364, subrequestnubmer is 4
0 request lsn 311314, subrequestnubmer is 2
0 request lsn 591813, subrequestnubmer is 0
0 request lsn 591813, subrequestnubmer is 0
0 request lsn 311321, subrequestnubmer is 1
0 request lsn 753921, subrequestnubmer is 0
0 request lsn 753921, subrequestnubmer is 0
0 request lsn 146350, subrequestnubmer is 0
0 request lsn 841315, subrequestnubmer is 0
0 request lsn 31882, subrequestnubmer is 0
1 request lsn 618223, subrequestnubmer is 1
0 request lsn 269866, subrequestnubmer is 0
0 request lsn 270868, subrequestnubmer is 0
0 request lsn 450676, subrequestnubmer is 1
0 request lsn 450676, subrequestnubmer is 0
1 request lsn 78060, subrequestnubmer is 4
1 request lsn 2380, subrequestnubmer is 4
0 request lsn 18010, subrequestnubmer is 0
0 request lsn 287011, subrequestnubmer is 0
0 request lsn 141354, subrequestnubmer is 1
0 request lsn 211575, subrequestnubmer is 2
0 request lsn 878367, subrequestnubmer is 0
0 request lsn 1002381, subrequestnubmer is 1
0 request lsn 725353, subrequestnubmer is 0
0 request lsn 206466, subrequestnubmer is 0
0 request lsn 818169, subrequestnubmer is 0
0 request lsn 760114, subrequestnubmer is 0
0 request lsn 311328, subrequestnubmer is 6
0 request lsn 146350, subrequestnubmer is 0
0 request lsn 31882, subrequestnubmer is 0
1 request lsn 78076, subrequestnubmer is 4
1 request lsn 2396, subrequestnubmer is 4
1 request lsn 56322, subrequestnubmer is 0
0 request lsn 841315, subrequestnubmer is 0
1 request lsn 78092, subrequestnubmer is 4
0 request lsn 311352, subrequestnubmer is 3
0 request lsn 56322, subrequestnubmer is 0
1 request lsn 2188, subrequestnubmer is 4
0 request lsn 311359, subrequestnubmer is 3
1 request lsn 591819, subrequestnubmer is 0
0 request lsn 878367, subrequestnubmer is 0
0 request lsn 1002381, subrequestnubmer is 0
1 request lsn 78108, subrequestnubmer is 4
1 request lsn 2204, subrequestnubmer is 4
0 request lsn 311362, subrequestnubmer is 1
0 request lsn 56322, subrequestnubmer is 0
0 request lsn 311369, subrequestnubmer is 2
0 request lsn 591819, subrequestnubmer is 0
0 request lsn 591819, subrequestnubmer is 0
0 request lsn 269868, subrequestnubmer is 1
0 request lsn 270870, subrequestnubmer is 0
0 request lsn 311376, subrequestnubmer is 2
0 request lsn 240840, subrequestnubmer is 0
1 request lsn 78124, subrequestnubmer is 4
1 request lsn 2220, subrequestnubmer is 4
1 request lsn 269868, subrequestnubmer is 0
0 request lsn 311383, subrequestnubmer is 1
0 request lsn 878367, subrequestnubmer is 0
0 request lsn 1002381, subrequestnubmer is 0
1 request lsn 56328, subrequestnubmer is 0
0 request lsn 311386, subrequestnubmer is 1
0 request lsn 591819, subrequestnubmer is 0
0 request lsn 591819, subrequestnubmer is 0
1 request lsn 78140, subrequestnubmer is 4
1 request lsn 2236, subrequestnubmer is 4
0 request lsn 311393, subrequestnubmer is 2
0 request lsn 753921, subrequestnubmer is 0
0 request lsn 753921, subrequestnubmer is 0
0 request lsn 311400, subrequestnubmer is 2
0 request lsn 56328, subrequestnubmer is 0
1 request lsn 78156, subrequestnubmer is 4
1 request lsn 2252, subrequestnubmer is 4
0 request lsn 146550, subrequestnubmer is 0
0 request lsn 32082, subrequestnubmer is 0
0 request lsn 269868, subrequestnubmer is 0
0 request lsn 270870, subrequestnubmer is 0
0 request lsn 450678, subrequestnubmer is 0
0 request lsn 450678, subrequestnubmer is 0
1 request lsn 78172, subrequestnubmer is 4
0 request lsn 146550, subrequestnubmer is 0
1 request lsn 2268, subrequestnubmer is 4
0 request lsn 32082, subrequestnubmer is 0
1 request lsn 78188, subrequestnubmer is 4
1 request lsn 2284, subrequestnubmer is 4
1 request lsn 78204, subrequestnubmer is 4
1 request lsn 2300, subrequestnubmer is 4
1 request lsn 618458, subrequestnubmer is 1
0 request lsn 311407, subrequestnubmer is 2
0 request lsn 56328, subrequestnubmer is 0
1 request lsn 78220, subrequestnubmer is 4
1 request lsn 2316, subrequestnubmer is 4
0 request lsn 311414, subrequestnubmer is 2
0 request lsn 240840, subrequestnubmer is 0
1 request lsn 78236, subrequestnubmer is 1
1 request lsn 2332, subrequestnubmer is 1
1 request lsn 78771, subrequestnubmer is 4
1 request lsn 2419, subrequestnubmer is 4
1 request lsn 78783, subrequestnubmer is 5
1 request lsn 2431, subrequestnubmer is 5
1 request lsn 78799, subrequestnubmer is 5
1 request lsn 2447, subrequestnubmer is 5
1 request lsn 618757, subrequestnubmer is 1
1 request lsn 2463, subrequestnubmer is 5
1 request lsn 78815, subrequestnubmer is 5
1 request lsn 618145, subrequestnubmer is 1
1 request lsn 78831, subrequestnubmer is 5
1 request lsn 2479, subrequestnubmer is 5
1 request lsn 78847, subrequestnubmer is 5
1 request lsn 2495, subrequestnubmer is 5
1 request lsn 78863, subrequestnubmer is 5
1 request lsn 2287, subrequestnubmer is 5
1 request lsn 78879, subrequestnubmer is 5
1 request lsn 2303, subrequestnubmer is 5
1 request lsn 78895, subrequestnubmer is 5
1 request lsn 2319, subrequestnubmer is 5
1 request lsn 78911, subrequestnubmer is 5
1 request lsn 2335, subrequestnubmer is 5
1 request lsn 78927, subrequestnubmer is 5
1 request lsn 2351, subrequestnubmer is 5
1 request lsn 78943, subrequestnubmer is 5
1 request lsn 2367, subrequestnubmer is 5
1 request lsn 78959, subrequestnubmer is 5
1 request lsn 2383, subrequestnubmer is 5
1 request lsn 78975, subrequestnubmer is 5
1 request lsn 2399, subrequestnubmer is 5
1 request lsn 78991, subrequestnubmer is 5
1 request lsn 2415, subrequestnubmer is 5
1 request lsn 79007, subrequestnubmer is 5
1 request lsn 2431, subrequestnubmer is 5
1 request lsn 618509, subrequestnubmer is 1
1 request lsn 79023, subrequestnubmer is 5
1 request lsn 2447, subrequestnubmer is 5
1 request lsn 618510, subrequestnubmer is 5
1 request lsn 79039, subrequestnubmer is 5
1 request lsn 2463, subrequestnubmer is 5
1 request lsn 79055, subrequestnubmer is 5
1 request lsn 2479, subrequestnubmer is 5
1 request lsn 79071, subrequestnubmer is 5
1 request lsn 2495, subrequestnubmer is 5
1 request lsn 79087, subrequestnubmer is 5
1 request lsn 2511, subrequestnubmer is 5
1 request lsn 79103, subrequestnubmer is 5
1 request lsn 2527, subrequestnubmer is 5
1 request lsn 79119, subrequestnubmer is 5
1 request lsn 2319, subrequestnubmer is 5
1 request lsn 79135, subrequestnubmer is 5
1 request lsn 2335, subrequestnubmer is 5
1 request lsn 79151, subrequestnubmer is 5
1 request lsn 2351, subrequestnubmer is 5
0 request lsn 311421, subrequestnubmer is 2
0 request lsn 206472, subrequestnubmer is 1
0 request lsn 818175, subrequestnubmer is 2
1 request lsn 79167, subrequestnubmer is 5
1 request lsn 2367, subrequestnubmer is 5
0 request lsn 311428, subrequestnubmer is 1
0 request lsn 361650, subrequestnubmer is 0
0 request lsn 973353, subrequestnubmer is 0
1 request lsn 22259, subrequestnubmer is 1
1 request lsn 79183, subrequestnubmer is 5
1 request lsn 2383, subrequestnubmer is 5
1 request lsn 618223, subrequestnubmer is 1
1 request lsn 79199, subrequestnubmer is 5
1 request lsn 2399, subrequestnubmer is 5
0 request lsn 840315, subrequestnubmer is 0
0 request lsn 16530, subrequestnubmer is 0
0 request lsn 285531, subrequestnubmer is 0
0 request lsn 141360, subrequestnubmer is 2
0 request lsn 211581, subrequestnubmer is 1
0 request lsn 878369, subrequestnubmer is 1
0 request lsn 1002383, subrequestnubmer is 0
0 request lsn 725354, subrequestnubmer is 1
0 request lsn 206472, subrequestnubmer is 0
0 request lsn 818175, subrequestnubmer is 0
0 request lsn 760113, subrequestnubmer is 0
0 request lsn 311435, subrequestnubmer is 6
1 request lsn 79215, subrequestnubmer is 5
1 request lsn 2415, subrequestnubmer is 5
1 request lsn 79231, subrequestnubmer is 5
1 request lsn 2431, subrequestnubmer is 5
0 request lsn 840315, subrequestnubmer is 0
0 request lsn 311459, subrequestnubmer is 0
0 request lsn 878369, subrequestnubmer is 0
0 request lsn 1002383, subrequestnubmer is 0
1 request lsn 79247, subrequestnubmer is 5
1 request lsn 2447, subrequestnubmer is 5
0 request lsn 269870, subrequestnubmer is 1
0 request lsn 270872, subrequestnubmer is 0
0 request lsn 311462, subrequestnubmer is 2
0 request lsn 206478, subrequestnubmer is 2
0 request lsn 818181, subrequestnubmer is 1
1 request lsn 79263, subrequestnubmer is 5
1 request lsn 2463, subrequestnubmer is 5
1 request lsn 269870, subrequestnubmer is 0
0 request lsn 311469, subrequestnubmer is 1
0 request lsn 878369, subrequestnubmer is 0
0 request lsn 1002383, subrequestnubmer is 0
0 request lsn 311472, subrequestnubmer is 2
0 request lsn 361644, subrequestnubmer is 0
0 request lsn 973347, subrequestnubmer is 0
1 request lsn 22291, subrequestnubmer is 1
1 request lsn 79279, subrequestnubmer is 5
1 request lsn 2479, subrequestnubmer is 5
1 request lsn 45638, subrequestnubmer is 1
0 request lsn 146150, subrequestnubmer is 0
0 request lsn 31682, subrequestnubmer is 0
1 request lsn 451763, subrequestnubmer is 2
1 request lsn 79295, subrequestnubmer is 5
1 request lsn 2495, subrequestnubmer is 5
0 request lsn 269870, subrequestnubmer is 0
0 request lsn 270872, subrequestnubmer is 0
0 request lsn 450680, subrequestnubmer is 0
0 request lsn 450680, subrequestnubmer is 0
1 request lsn 84225, subrequestnubmer is 1
0 request lsn 146150, subrequestnubmer is 0
0 request lsn 31682, subrequestnubmer is 0
1 request lsn 79311, subrequestnubmer is 5
1 request lsn 2511, subrequestnubmer is 5
1 request lsn 18251, subrequestnubmer is 1
1 request lsn 79327, subrequestnubmer is 5
1 request lsn 2527, subrequestnubmer is 5
0 request lsn 840815, subrequestnubmer is 0
1 request lsn 79343, subrequestnubmer is 5
1 request lsn 2543, subrequestnubmer is 5
0 request lsn 24759, subrequestnubmer is 0
0 request lsn 18244, subrequestnubmer is 1
0 request lsn 287245, subrequestnubmer is 0
0 request lsn 18251, subrequestnubmer is 0
0 request lsn 287252, subrequestnubmer is 0
0 request lsn 141366, subrequestnubmer is 3
0 request lsn 211587, subrequestnubmer is 1
0 request lsn 878371, subrequestnubmer is 1
0 request lsn 1002385, subrequestnubmer is 0
0 request lsn 591825, subrequestnubmer is 2
0 request lsn 591825, subrequestnubmer is 0
0 request lsn 56334, subrequestnubmer is 1
0 request lsn 311479, subrequestnubmer is 10
1 request lsn 79359, subrequestnubmer is 5
1 request lsn 2559, subrequestnubmer is 5
0 request lsn 206478, subrequestnubmer is 0
0 request lsn 818181, subrequestnubmer is 0
0 request lsn 760114, subrequestnubmer is 0
1 request lsn 79375, subrequestnubmer is 5
1 request lsn 2351, subrequestnubmer is 5
0 request lsn 840815, subrequestnubmer is 0
1 request lsn 79391, subrequestnubmer is 5
0 request lsn 311517, subrequestnubmer is 0
1 request lsn 2367, subrequestnubmer is 5
0 request lsn 878371, subrequestnubmer is 0
0 request lsn 1002385, subrequestnubmer is 0
0 request lsn 269872, subrequestnubmer is 1
0 request lsn 270874, subrequestnubmer is 0
1 request lsn 79407, subrequestnubmer is 5
1 request lsn 2383, subrequestnubmer is 5
1 request lsn 269872, subrequestnubmer is 0
0 request lsn 311520, subrequestnubmer is 1
0 request lsn 878371, subrequestnubmer is 0
0 request lsn 1002385, subrequestnubmer is 0
1 request lsn 79423, subrequestnubmer is 5
1 request lsn 2399, subrequestnubmer is 5
0 request lsn 146350, subrequestnubmer is 0
0 request lsn 31882, subrequestnubmer is 0
0 request lsn 269872, subrequestnubmer is 0
0 request lsn 270874, subrequestnubmer is 0
0 request lsn 450682, subrequestnubmer is 1
0 request lsn 450682, subrequestnubmer is 0
1 request lsn 79439, subrequestnubmer is 5
1 request lsn 2415, subrequestnubmer is 5
0 request lsn 146350, subrequestnubmer is 0
0 request lsn 31882, subrequestnubmer is 0
1 request lsn 79455, subrequestnubmer is 5
1 request lsn 2431, subrequestnubmer is 5
1 request lsn 618425, subrequestnubmer is 1
1 request lsn 79471, subrequestnubmer is 5
1 request lsn 2447, subrequestnubmer is 5
1 request lsn 79487, subrequestnubmer is 5
1 request lsn 2463, subrequestnubmer is 5
0 request lsn 6275, subrequestnubmer is 2
1 request lsn 79503, subrequestnubmer is 5
1 request lsn 2479, subrequestnubmer is 5
0 request lsn 6275, subrequestnubmer is 0
1 request lsn 591825, subrequestnubmer is 0
0 request lsn 6275, subrequestnubmer is 0
0 request lsn 6275, subrequestnubmer is 0
0 request lsn 311523, subrequestnubmer is 2
0 request lsn 591825, subrequestnubmer is 0
0 request lsn 591825, subrequestnubmer is 0
0 request lsn 6275, subrequestnubmer is 0
0 request lsn 6275, subrequestnubmer is 0
1 request lsn 79519, subrequestnubmer is 5
1 request lsn 2495, subrequestnubmer is 5
0 request lsn 1101, subrequestnubmer is 0
0 request lsn 311530, subrequestnubmer is 3
0 request lsn 591825, subrequestnubmer is 0
0 request lsn 591825, subrequestnubmer is 0
1 request lsn 6275, subrequestnubmer is 0
0 request lsn 311537, subrequestnubmer is 2
0 request lsn 753921, subrequestnubmer is 0
0 request lsn 753921, subrequestnubmer is 0
0 request lsn 6275, subrequestnubmer is 1
0 request lsn 6275, subrequestnubmer is 0
1 request lsn 79535, subrequestnubmer is 5
1 request lsn 2511, subrequestnubmer is 5
0 request lsn 6275, subrequestnubmer is 0
0 request lsn 6275, subrequestnubmer is 0
1 request lsn 79551, subrequestnubmer is 5
1 request lsn 2527, subrequestnubmer is 5
0 request lsn 6275, subrequestnubmer is 0
0 request lsn 6275, subrequestnubmer is 0
0 request lsn 6275, subrequestnubmer is 0
1 request lsn 79567, subrequestnubmer is 5
1 request lsn 2543, subrequestnubmer is 5
0 request lsn 6291, subrequestnubmer is 4
1 request lsn 56334, subrequestnubmer is 0
0 request lsn 6291, subrequestnubmer is 0
1 request lsn 79583, subrequestnubmer is 5
1 request lsn 2559, subrequestnubmer is 5
0 request lsn 6291, subrequestnubmer is 0
0 request lsn 311544, subrequestnubmer is 2
0 request lsn 56334, subrequestnubmer is 0
0 request lsn 6291, subrequestnubmer is 0
1 request lsn 79599, subrequestnubmer is 5
1 request lsn 2575, subrequestnubmer is 5
0 request lsn 6291, subrequestnubmer is 0
0 request lsn 1101, subrequestnubmer is 0
0 request lsn 311551, subrequestnubmer is 4
0 request lsn 56334, subrequestnubmer is 0
0 request lsn 311558, subrequestnubmer is 2
0 request lsn 240840, subrequestnubmer is 0
1 request lsn 79615, subrequestnubmer is 5
1 request lsn 2591, subrequestnubmer is 5
1 request lsn 79631, subrequestnubmer is 5
1 request lsn 2383, subrequestnubmer is 5
1 request lsn 619112, subrequestnubmer is 1
1 request lsn 79647, subrequestnubmer is 5
1 request lsn 2399, subrequestnubmer is 5
1 request lsn 79663, subrequestnubmer is 5
1 request lsn 2415, subrequestnubmer is 5
1 request lsn 79679, subrequestnubmer is 5
1 request lsn 2431, subrequestnubmer is 5
1 request lsn 79695, subrequestnubmer is 5
1 request lsn 2447, subrequestnubmer is 5
1 request lsn 79711, subrequestnubmer is 5
1 request lsn 2463, subrequestnubmer is 5
1 request lsn 79727, subrequestnubmer is 5
1 request lsn 2479, subrequestnubmer is 5
1 request lsn 618989, subrequestnubmer is 1
1 request lsn 79743, subrequestnubmer is 5
1 request lsn 2495, subrequestnubmer is 5
1 request lsn 79759, subrequestnubmer is 5
1 request lsn 2511, subrequestnubmer is 5
1 request lsn 618621, subrequestnubmer is 1
0 request lsn 2995, subrequestnubmer is 4
1 request lsn 79775, subrequestnubmer is 5
1 request lsn 2527, subrequestnubmer is 5
0 request lsn 2995, subrequestnubmer is 0
0 request lsn 2995, subrequestnubmer is 0
1 request lsn 618195, subrequestnubmer is 1
1 request lsn 79791, subrequestnubmer is 5
1 request lsn 2543, subrequestnubmer is 5
0 request lsn 2995, subrequestnubmer is 0
0 request lsn 2995, subrequestnubmer is 0
0 request lsn 2995, subrequestnubmer is 0
1 request lsn 79807, subrequestnubmer is 5
1 request lsn 2559, subrequestnubmer is 5
0 request lsn 2995, subrequestnubmer is 0
0 request lsn 2995, subrequestnubmer is 0
0 request lsn 3011, subrequestnubmer is 3
1 request lsn 79823, subrequestnubmer is 5
1 request lsn 2575, subrequestnubmer is 5
0 request lsn 3011, subrequestnubmer is 0
0 request lsn 3011, subrequestnubmer is 0
1 request lsn 619150, subrequestnubmer is 1
0 request lsn 3011, subrequestnubmer is 0
0 request lsn 3011, subrequestnubmer is 0
0 request lsn 3011, subrequestnubmer is 0
1 request lsn 79839, subrequestnubmer is 5
1 request lsn 2591, subrequestnubmer is 5
0 request lsn 3011, subrequestnubmer is 0
0 request lsn 3011, subrequestnubmer is 0
1 request lsn 79855, subrequestnubmer is 5
0 request lsn 3011, subrequestnubmer is 0
1 request lsn 2607, subrequestnubmer is 5
0 request lsn 3011, subrequestnubmer is 0
0 request lsn 787, subrequestnubmer is 1
1 request lsn 79871, subrequestnubmer is 5
1 request lsn 2623, subrequestnubmer is 5
1 request lsn 79887, subrequestnubmer is 5
1 request lsn 2415, subrequestnubmer is 5
1 request lsn 79903, subrequestnubmer is 5
1 request lsn 2431, subrequestnubmer is 5
1 request lsn 79919, subrequestnubmer is 5
1 request lsn 2447, subrequestnubmer is 5
1 request lsn 79935, subrequestnubmer is 5
1 request lsn 2463, subrequestnubmer is 5
1 request lsn 79951, subrequestnubmer is 5
1 request lsn 2479, subrequestnubmer is 5
1 request lsn 79967, subrequestnubmer is 5
1 request lsn 2495, subrequestnubmer is 5
1 request lsn 79983, subrequestnubmer is 5
1 request lsn 2511, subrequestnubmer is 5
1 request lsn 79999, subrequestnubmer is 5
1 request lsn 2527, subrequestnubmer is 5
1 request lsn 80015, subrequestnubmer is 5
1 request lsn 2543, subrequestnubmer is 5
0 request lsn 311565, subrequestnubmer is 1
0 request lsn 206484, subrequestnubmer is 2
0 request lsn 818187, subrequestnubmer is 1
1 request lsn 80031, subrequestnubmer is 5
1 request lsn 2559, subrequestnubmer is 5
1 request lsn 618621, subrequestnubmer is 1
0 request lsn 311572, subrequestnubmer is 2
0 request lsn 361644, subrequestnubmer is 0
0 request lsn 973347, subrequestnubmer is 0
0 request lsn 63057, subrequestnubmer is 1
0 request lsn 253164, subrequestnubmer is 1
1 request lsn 80047, subrequestnubmer is 5
1 request lsn 2575, subrequestnubmer is 5
0 request lsn 841315, subrequestnubmer is 0
0 request lsn 18010, subrequestnubmer is 0
0 request lsn 287011, subrequestnubmer is 0
0 request lsn 141372, subrequestnubmer is 2
0 request lsn 211593, subrequestnubmer is 1
0 request lsn 878373, subrequestnubmer is 1
0 request lsn 1002387, subrequestnubmer is 0
0 request lsn 725355, subrequestnubmer is 1
0 request lsn 206484, subrequestnubmer is 0
0 request lsn 818187, subrequestnubmer is 0
0 request lsn 760114, subrequestnubmer is 0
0 request lsn 311579, subrequestnubmer is 6
1 request lsn 80063, subrequestnubmer is 5
1 request lsn 2591, subrequestnubmer is 5
1 request lsn 80079, subrequestnubmer is 5
1 request lsn 2607, subrequestnubmer is 5
0 request lsn 841315, subrequestnubmer is 0
1 request lsn 80095, subrequestnubmer is 5
1 request lsn 2623, subrequestnubmer is 5
1 request lsn 618113, subrequestnubmer is 1
0 request lsn 311603, subrequestnubmer is 0
0 request lsn 878373, subrequestnubmer is 0
0 request lsn 1002387, subrequestnubmer is 0
0 request lsn 269866, subrequestnubmer is 2
0 request lsn 269874, subrequestnubmer is 0
0 request lsn 270876, subrequestnubmer is 1
1 request lsn 269874, subrequestnubmer is 0
0 request lsn 311606, subrequestnubmer is 1
0 request lsn 878373, subrequestnubmer is 0
0 request lsn 1002387, subrequestnubmer is 0
0 request lsn 269866, subrequestnubmer is 0
0 request lsn 269866, subrequestnubmer is 0
0 request lsn 269866, subrequestnubmer is 0
0 request lsn 269882, subrequestnubmer is 3
1 request lsn 80111, subrequestnubmer is 5
1 request lsn 2639, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 0
0 request lsn 146550, subrequestnubmer is 0
0 request lsn 32082, subrequestnubmer is 0
0 request lsn 269874, subrequestnubmer is 0
0 request lsn 270876, subrequestnubmer is 0
0 request lsn 450684, subrequestnubmer is 1
0 request lsn 450684, subrequestnubmer is 0
1 request lsn 80127, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 0
1 request lsn 2655, subrequestnubmer is 5
0 request lsn 146550, subrequestnubmer is 0
0 request lsn 32082, subrequestnubmer is 0
0 request lsn 269882, subrequestnubmer is 0
1 request lsn 80143, subrequestnubmer is 5
1 request lsn 2447, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 0
1 request lsn 80159, subrequestnubmer is 5
1 request lsn 2463, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 0
0 request lsn 180302, subrequestnubmer is 4
0 request lsn 269882, subrequestnubmer is 0
1 request lsn 80175, subrequestnubmer is 5
1 request lsn 2479, subrequestnubmer is 5
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 253164, subrequestnubmer is 0
0 request lsn 269882, subrequestnubmer is 0
1 request lsn 80191, subrequestnubmer is 5
1 request lsn 2495, subrequestnubmer is 5
1 request lsn 20503, subrequestnubmer is 1
1 request lsn 80207, subrequestnubmer is 5
1 request lsn 2511, subrequestnubmer is 5
0 request lsn 180302, subrequestnubmer is 0
0 request lsn 886, subrequestnubmer is 0
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 80223, subrequestnubmer is 5
1 request lsn 2527, subrequestnubmer is 5
1 request lsn 269882, subrequestnubmer is 0
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 80239, subrequestnubmer is 5
1 request lsn 2543, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 1
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 80255, subrequestnubmer is 5
1 request lsn 2559, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 0
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 80271, subrequestnubmer is 5
1 request lsn 2575, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 0
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 80287, subrequestnubmer is 5
1 request lsn 2591, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 0
0 request lsn 367002, subrequestnubmer is 8
0 request lsn 428733, subrequestnubmer is 8
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 80303, subrequestnubmer is 5
1 request lsn 2607, subrequestnubmer is 5
0 request lsn 269882, subrequestnubmer is 0
0 request lsn 253164, subrequestnubmer is 0
0 request lsn 59537, subrequestnubmer is 2
0 request lsn 572561, subrequestnubmer is 1
0 request lsn 59532, subrequestnubmer is 1
0 request lsn 572556, subrequestnubmer is 1
0 request lsn 59547, subrequestnubmer is 2
0 request lsn 572571, subrequestnubmer is 1
0 request lsn 59542, subrequestnubmer is 1
0 request lsn 572566, subrequestnubmer is 1
0 request lsn 572102, subrequestnubmer is 1
0 request lsn 75956, subrequestnubmer is 1
0 request lsn 7004, subrequestnubmer is 1
0 request lsn 80969, subrequestnubmer is 1
0 request lsn 63062, subrequestnubmer is 12
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 80319, subrequestnubmer is 5
1 request lsn 2623, subrequestnubmer is 5
0 request lsn 269898, subrequestnubmer is 4
0 request lsn 367002, subrequestnubmer is 0
0 request lsn 428733, subrequestnubmer is 0
0 request lsn 180302, subrequestnubmer is 0
1 request lsn 80335, subrequestnubmer is 5
1 request lsn 2639, subrequestnubmer is 5
0 request lsn 269898, subrequestnubmer is 0
1 request lsn 149736, subrequestnubmer is 1
1 request lsn 59532, subrequestnubmer is 0
1 request lsn 59542, subrequestnubmer is 0
0 request lsn 367002, subrequestnubmer is 0
0 request lsn 428733, subrequestnubmer is 0
0 request lsn 149736, subrequestnubmer is 0
0 request lsn 180318, subrequestnubmer is 1
0 request lsn 63095, subrequestnubmer is 1
0 request lsn 59532, subrequestnubmer is 0
0 request lsn 572556, subrequestnubmer is 0
1 request lsn 80351, subrequestnubmer is 5
1 request lsn 2655, subrequestnubmer is 5
0 request lsn 63101, subrequestnubmer is 2
0 request lsn 59542, subrequestnubmer is 0
0 request lsn 572566, subrequestnubmer is 0
0 request lsn 269898, subrequestnubmer is 0
0 request lsn 301540, subrequestnubmer is 4
0 request lsn 63107, subrequestnubmer is 4
0 request lsn 180318, subrequestnubmer is 0
1 request lsn 59537, subrequestnubmer is 0
1 request lsn 59547, subrequestnubmer is 0
1 request lsn 80367, subrequestnubmer is 5
1 request lsn 2671, subrequestnubmer is 5
0 request lsn 269898, subrequestnubmer is 0
0 request lsn 367002, subrequestnubmer is 0
0 request lsn 428733, subrequestnubmer is 0
0 request lsn 180318, subrequestnubmer is 0
0 request lsn 311609, subrequestnubmer is 2
0 request lsn 4219, subrequestnubmer is 2
0 request lsn 612655, subrequestnubmer is 2
0 request lsn 269898, subrequestnubmer is 0
1 request lsn 80383, subrequestnubmer is 5
1 request lsn 2687, subrequestnubmer is 5
0 request lsn 311618, subrequestnubmer is 2
0 request lsn 4227, subrequestnubmer is 2
0 request lsn 612663, subrequestnubmer is 2
1 request lsn 619123, subrequestnubmer is 1
0 request lsn 853, subrequestnubmer is 1
